word,R,G,B
theologian,139,69,19
theological,255,255,255
theology,255,255,255
theorem,128,0,128
theoretical,128,128,128
theory,191,191,191
therapeutic,255,255,255
therapeutics,197,162,137
thereabouts,128,128,128
thereof,128,128,128
therewith,128,128,128
thermal,220,20,20
thermocouple,128,128,128
thermodynamics,220,20,20
thermometer,220,20,20
thermostat,179,44,19
thesaurus,138,138,150
thesis,128,128,128
thick,84,49,24
thicken,133,98,73
thickening,139,69,19
thicket,34,139,34
thickness,255,160,90
thief,46,46,46
thimble,128,128,128
thin,255,105,180
thing,170,170,170
things,34,139,34
thinker,128,128,128
thinking,174,74,74
thirteen,220,20,20
thirteenth,30,30,30
thistle,128,0,128
thither,191,171,64
thorn,93,26,26
thorny,32,84,32
thoroughbred,139,69,19
thoroughfare,128,128,128
thought,128,128,128
thoughtful,255,180,217
thoughtless,30,30,30
thoughts,197,104,9
thousand,34,139,34
thrash,30,30,30
thread,174,150,134
threat,125,25,25
threaten,220,20,20
threatening,77,27,27
threefold,30,100,200
thresh,30,30,30
threshold,255,255,255
thrift,177,84,71
thrifty,34,139,34
thrill,237,80,10
thrilling,255,215,0
throat,255,105,180
throb,228,68,15
throbbing,174,10,74
throne,128,0,128
throng,255,105,180
throttle,220,20,20
throw,220,20,20
thrush,139,69,19
thrust,220,20,20
thud,133,98,73
thug,30,30,30
thumb,255,105,180
thump,99,75,59
thumping,128,64,128
thunder,128,128,128
thunderbolt,255,215,0
thundering,30,30,30
thunderstorm,79,79,79
thwart,139,69,19
thyme,34,139,34
tiara,255,160,90
tick,30,30,30
ticket,255,255,255
tickle,255,141,120
ticklish,255,105,180
tidal,30,100,200
tidbit,255,122,90
tide,30,100,200
tidings,128,128,128
tie,30,65,115
tiff,168,51,76
tiger,255,140,0
tighten,174,112,49
tightness,133,98,73
tights,255,180,217
tilde,30,30,30
tile,255,255,255
tiling,255,180,217
till,127,95,60
tillage,34,139,34
tiller,84,84,109
tilt,255,215,0
timber,139,69,19
timberland,34,139,34
timbre,128,128,128
time,30,100,200
timely,34,139,34
timid,210,156,163
timidity,255,215,0
tin,128,128,128
tine,128,128,128
tinge,142,102,190
tingle,255,215,0
tinker,128,128,128
tinkering,81,133,81
tinnitus,197,142,9
tinsel,144,177,17
tint,30,30,30
tiny,255,105,180
tip,144,197,144
tirade,156,23,23
tire,30,30,30
tired,128,128,128
tiredness,30,100,200
tiresome,130,116,106
tissue,255,255,255
tit,255,105,180
titanic,128,128,128
tithe,30,100,200
title,128,64,128
titled,128,0,128
titular,79,50,164
toad,94,108,46
toast,204,101,13
tobacco,139,69,19
today,255,215,0
toe,255,105,180
toga,255,255,255
toil,84,49,24
toilet,177,131,97
tolerant,79,114,164
tolerate,216,193,176
toleration,105,138,133
toll,81,133,81
tomahawk,220,20,20
tomb,30,30,30
tome,139,69,19
tomorrow,30,100,200
ton,79,79,79
tongs,79,79,79
tongue,231,48,73
tonic,34,139,34
tonnage,139,69,19
tonsils,220,20,20
tooling,139,69,19
tooth,255,255,255
toothed,255,255,255
topaz,255,215,0
topic,255,255,255
topical,255,255,255
topographic,139,69,19
topographical,86,104,26
topple,30,30,30
torch,237,80,10
torment,220,20,20
tornado,128,128,128
torpedo,128,128,128
torrent,30,100,200
torrid,220,20,20
tortoise,34,139,34
torture,156,23,23
toss,144,197,144
total,255,255,255
totality,139,69,19
totally,181,216,181
totem,139,69,19
touch,255,105,180
touching,255,105,180
touchy,220,20,20
tough,139,69,19
toughness,30,30,30
tourmaline,30,100,200
tourniquet,237,137,137
tout,79,79,79
tow,255,140,0
towel,255,255,255
tower,170,170,170
towering,197,142,9
town,84,84,109
townhouse,128,0,128
toxic,34,139,34
toxicology,139,69,19
toxin,30,30,30
trace,128,128,128
traces,128,128,128
trachea,255,160,90
tracing,128,128,128
track,30,30,30
tract,208,127,94
tractable,212,149,102
traction,128,128,128
tractor,34,139,34
trade,32,119,117
tradesman,30,100,200
trading,30,100,200
traditional,128,0,128
traffic,128,128,128
tragedy,30,30,30
tragic,30,30,30
trail,139,69,19
trained,31,89,88
trainer,138,120,108
training,30,100,200
trait,115,113,64
traitor,93,26,26
trajectory,255,255,255
tram,255,215,0
tramp,139,69,19
tramway,128,128,128
trance,79,114,164
tranquil,180,153,211
transaction,34,139,34
transatlantic,30,100,200
transcendence,30,100,200
transcendent,255,255,255
transcendental,255,255,255
transcribe,62,62,62
transcript,255,255,255
transcription,180,203,236
transfer,87,121,53
transferred,255,255,255
transfixed,128,0,128
transform,30,100,200
transfusion,220,20,20
transgression,54,54,54
transient,191,191,191
transit,64,99,64
transition,255,255,255
transitional,255,235,127
transitory,255,140,0
translate,142,177,227
translucent,255,255,255
transmit,204,196,153
transmutation,107,139,22
transom,255,255,255
transparency,255,255,255
transparent,255,255,255
transplantation,255,215,0
transport,81,133,81
transportation,34,139,34
transpose,133,114,116
trap,174,74,74
trappings,128,0,128
traps,133,98,73
trash,104,92,24
trashy,30,30,30
traumatic,30,30,30
traveler,84,49,24
traveling,34,139,34
travesty,84,49,24
trawl,84,49,24
trawler,30,100,200
tray,128,128,128
treacherous,30,30,30
treachery,79,79,79
tread,139,69,19
treason,79,79,79
treasure,255,215,0
treasurer,34,139,34
treat,231,60,13
treatise,255,255,255
treatment,255,255,255
treaty,255,215,0
treble,255,140,0
trek,197,142,9
trellis,255,255,255
trembling,255,215,0
tremendously,220,20,20
tremor,30,30,30
trench,139,69,19
trend,142,177,227
trending,191,107,64
trepidation,135,125,71
triad,34,139,34
triangle,255,255,255
triangular,128,128,128
tribe,139,69,19
tribulation,30,30,30
tribunal,133,55,20
tribune,128,0,128
tributary,32,119,117
trick,81,133,81
trickery,142,122,15
trickle,30,100,200
tricky,128,0,128
tricycle,128,128,128
trident,62,109,176
trifle,197,142,9
trig,30,100,200
trigonometry,32,119,117
trillion,34,139,34
trim,34,139,34
trimmer,30,30,30
trip,128,0,128
tripartite,255,140,0
triple,34,139,34
triplet,30,30,30
triplicate,255,215,0
tripod,79,79,79
tripping,220,20,20
trite,197,162,137
triumph,255,215,0
triumphant,128,0,128
trolley,220,20,20
trombone,255,215,0
trooper,34,139,34
troops,34,139,34
trophy,167,164,82
troublesome,79,79,79
trough,102,79,79
trousers,79,114,164
trout,34,139,34
trowel,32,84,32
truce,180,203,236
truism,255,255,255
trumpet,255,215,0
trumpeter,144,177,17
truncate,139,69,19
trundle,139,69,19
trunk,139,69,19
truss,139,69,19
trustee,34,139,34
truth,142,142,142
truthfulness,255,255,255
tryout,34,139,34
tub,255,255,255
tubular,128,128,128
tubule,139,69,19
tuck,128,128,128
tucker,128,128,128
tug,255,255,255
tumble,197,104,9
tumbler,255,255,255
tumor,105,55,80
tumour,30,30,30
tumult,126,16,59
tumultuous,30,30,30
tun,177,131,97
tunable,128,128,128
tune,255,255,255
tunic,255,255,255
tuning,191,171,64
tunnel,111,59,21
turban,255,255,255
turbidity,128,128,128
turbine,128,128,128
turbulence,201,134,134
turbulent,128,0,128
turf,34,139,34
turmeric,255,215,0
turmoil,105,66,20
turnkey,128,128,128
turnpike,128,128,128
turquoise,30,100,200
turret,128,128,128
turtleneck,255,255,255
tutelage,144,177,17
tutor,30,100,200
tweak,34,139,34
twelfth,191,171,64
twelve,128,128,128
twentieth,255,215,0
twenty,255,255,255
twig,139,69,19
twilight,137,45,112
twill,191,191,191
twin,198,141,203
twine,139,69,19
twinkle,255,255,255
twins,128,128,128
twist,255,255,255
twisted,133,98,73
twitch,255,160,90
twofold,79,114,164
tycoon,34,139,34
type,30,30,30
typewriter,30,30,30
typhoon,128,128,128
typically,139,69,19
typist,142,67,105
typography,30,100,200
tyrannical,30,30,30
tyranny,125,25,25
tyrant,125,25,25
tyre,79,79,79
ubiquitous,142,177,227
ubiquity,139,174,139
ugliness,106,88,76
ugly,84,49,24
ulcer,220,20,20
ulterior,170,114,85
ultimatum,220,20,20
ultimo,128,128,128
ultraviolet,128,0,128
umbilical,255,105,180
umbra,30,30,30
umbrella,120,111,105
umpire,142,142,142
unabashed,168,75,133
unabated,30,100,200
unable,255,215,0
unacceptable,32,84,32
unaccompanied,128,128,128
unaccountable,79,15,79
unacknowledged,30,30,30
unadulterated,255,255,255
unaltered,191,191,191
unambiguous,255,255,255
unanimity,191,191,191
unanimously,128,0,128
unassisted,255,255,255
unassuming,30,100,200
unattached,142,142,142
unattractive,128,128,128
unauthorized,220,20,20
unavoidable,30,30,30
unaware,255,235,127
unbalanced,191,171,64
unbearable,30,30,30
unbelief,79,79,79
unbelievable,34,139,34
unbiased,255,255,255
unbound,255,255,255
unbounded,255,255,255
unbroken,191,191,191
uncanny,255,197,127
uncaring,30,30,30
uncertain,81,133,81
uncertainty,79,114,164
unchangeable,30,30,30
unchanged,197,162,137
unclaimed,128,128,128
uncle,30,100,200
unclean,139,69,19
uncomfortable,128,128,128
unconcerned,128,128,128
unconfirmed,191,191,191
unconnected,104,98,67
unconscious,79,79,79
unconsciousness,128,128,128
unconstitutional,137,137,137
uncontested,255,255,255
uncontrollable,126,16,59
uncontrolled,237,80,10
unconventional,191,70,64
unconvinced,30,30,30
uncooked,34,139,34
uncorrelated,255,255,255
uncover,139,69,19
undecided,133,98,73
undefined,128,128,128
undeniable,220,20,20
undercurrent,81,99,136
underestimate,212,136,42
undergo,128,128,128
underground,111,59,21
underlie,79,79,79
underline,30,30,30
undermined,128,128,128
underneath,30,30,30
undersized,255,105,180
understanding,31,113,144
understood,255,255,255
undertake,106,24,76
undertaker,128,128,128
undertaking,81,133,81
underwood,34,139,34
underwrite,30,30,30
undeserved,128,128,128
undesirable,34,139,34
undesired,62,62,62
undirected,139,69,19
undisclosed,137,137,137
undiscovered,30,30,30
undisputed,255,215,0
undisturbed,128,128,128
undivided,30,100,200
undo,220,20,20
undoing,255,215,0
undress,255,160,90
undressed,255,180,217
undue,191,171,64
undying,170,157,85
unearned,139,69,19
unearth,133,98,73
uneasiness,30,30,30
uneasy,30,30,30
uneducated,128,128,128
unemployed,81,64,51
unending,255,215,0
unequal,142,120,100
unequalled,255,255,255
uneven,139,69,19
uneventful,128,128,128
unexpected,125,60,110
unexplained,30,30,30
unexplored,34,139,34
unfair,99,75,59
unfairness,139,69,19
unfamiliar,128,128,128
unfavorable,142,85,15
unfinished,255,255,255
unflinching,139,69,19
unfold,128,85,128
unforeseen,139,69,19
unforgiving,30,30,30
unfortunate,30,65,115
unfriendly,220,20,20
unfulfilled,128,128,128
unfurnished,191,191,191
ungodly,125,25,25
ungrateful,128,128,128
unguarded,128,128,128
unhappy,81,64,51
unharmed,255,255,255
unhealthy,99,75,59
unhindered,34,139,34
unholy,30,30,30
unicorn,255,255,255
unification,255,255,255
uniform,139,69,19
uniformity,30,100,200
unimaginable,126,24,120
unimportant,128,128,128
unimpressed,30,30,30
unimproved,139,69,19
uninfected,255,255,255
uninformed,128,128,128
uninhabited,30,100,200
uninitiated,64,99,64
unintelligible,30,30,30
unintentional,142,122,15
uninterested,95,95,95
uninteresting,128,128,128
uninterrupted,144,197,144
union,142,177,227
unique,212,93,42
unison,30,100,200
unitary,128,0,128
united,255,255,255
unity,255,255,255
universal,255,140,0
unjust,30,30,30
unjustifiable,30,30,30
unjustified,30,30,30
unkind,34,139,34
unknown,255,140,0
unlawful,62,62,62
unleash,220,20,20
unlicensed,30,30,30
unlike,255,215,0
unlimited,255,215,0
unload,128,128,128
unloaded,139,69,19
unlock,128,64,128
unlucky,136,114,61
unmanageable,125,25,25
unmask,255,215,0
unmatched,30,100,200
unmistakable,142,142,142
unmitigated,142,120,100
unmoved,30,30,30
unnamed,128,128,128
unnecessary,191,171,64
unneeded,34,139,34
unnoticed,128,128,128
unnumbered,30,30,30
unobstructed,255,255,255
unoccupied,170,149,170
unofficial,255,215,0
unordered,128,0,128
unpack,177,117,12
unpaid,96,99,29
unpleasant,84,49,24
unpopular,100,112,60
unprecedented,255,215,0
unpredictable,191,134,64
unprepared,128,128,128
unpretentious,191,191,191
unproductive,131,108,91
unprofitable,172,22,22
unquestionable,191,127,191
unquestioned,81,133,81
unread,128,128,128
unreal,133,92,152
unrealistic,128,128,128
unregistered,30,30,30
unregulated,128,128,128
unrelenting,30,30,30
unreliable,30,30,30
unrepentant,79,79,79
unrequited,128,128,128
unresolved,30,30,30
unrest,137,124,52
unruly,105,66,20
unsafe,220,20,20
unsatisfactory,62,86,119
unsatisfied,30,30,30
unsavory,139,69,19
unscathed,255,255,255
unscientific,255,255,255
unscrupulous,79,79,79
unseat,30,30,30
unseen,128,128,128
unsettled,114,105,97
unsightly,139,69,19
unspeakable,30,30,30
unspecified,128,128,128
unstable,126,59,59
unsteady,128,128,128
unsuitable,139,69,19
unsurpassed,255,140,0
unsustainable,30,30,30
unsweetened,255,140,0
unsympathetic,30,30,30
untamed,220,20,20
untenable,30,30,30
unthinkable,30,30,30
untidy,84,49,24
untimely,105,66,20
untitled,255,255,255
untold,128,128,128
untoward,161,83,17
untrained,86,104,26
untrue,139,108,37
untrustworthy,255,215,0
unused,79,79,79
unveil,220,20,20
unveiling,128,0,128
unverified,255,140,0
unwarranted,197,142,9
unwashed,128,128,128
unwelcome,79,79,79
unwell,191,171,64
unwilling,133,98,73
unwillingly,30,30,30
unwillingness,30,30,30
unwise,255,140,0
unwitting,128,128,128
unwittingly,255,215,0
unworthy,79,79,79
unwritten,255,255,255
unyielding,79,79,79
upheaval,30,30,30
uphill,34,139,34
upholstery,139,69,19
upland,139,69,19
uplands,34,139,34
upright,255,255,255
uprising,220,20,20
uproar,193,36,19
upset,30,30,30
upshot,139,69,19
upwards,30,100,200
uranium,128,128,128
urban,128,128,128
urchin,139,69,19
urge,220,20,20
urgency,220,20,20
urgent,231,60,13
urinalysis,255,215,0
urn,62,62,62
usage,128,0,128
useless,128,128,128
usher,30,65,115
usual,110,128,153
usurp,79,79,79
usury,30,30,30
utensil,133,98,73
utilitarian,79,15,79
utility,191,191,191
utilization,86,104,26
utmost,30,100,200
utopian,255,255,255
vacancy,198,198,198
vacation,255,215,0
vaccination,255,215,0
vaccine,255,255,255
vacuolar,128,128,128
vacuole,255,255,255
vacuous,255,255,255
vacuum,30,30,30
vague,103,121,146
vagueness,128,128,128
vainly,30,30,30
vale,34,139,34
valet,220,20,20
valley,34,139,34
valuation,34,139,34
valve,170,132,85
vamp,125,25,25
vampire,125,25,25
vane,128,128,128
vanguard,220,20,20
vanilla,255,255,255
vanish,159,159,159
vanished,128,128,128
vanity,128,0,128
vanquish,220,20,20
vapor,191,191,191
vara,139,69,19
variable,255,215,0
variance,191,171,64
variation,81,133,81
varicella,220,20,20
varicose,128,0,128
variety,128,128,128
vary,255,215,0
vascular,220,20,20
vast,32,126,89
vat,139,69,19
vault,182,104,69
vaulted,142,142,142
veal,255,255,255
vector,255,215,0
veer,144,177,17
vegetable,34,139,34
vegetarian,34,139,34
vegetarianism,34,139,34
vegetation,34,139,34
vegetative,65,135,65
vehement,220,20,20
vehicle,79,114,164
veil,180,180,180
veiled,255,255,255
veined,128,0,128
vellum,255,255,255
velocity,255,140,0
velvet,30,100,200
velvety,128,0,128
vena,220,20,20
vendetta,30,30,30
veneer,174,150,134
venerable,191,171,64
veneration,191,127,191
vengeance,30,30,30
vengeful,220,20,20
venison,139,69,19
venom,255,215,0
venomous,173,49,23
venous,220,20,20
ventilation,180,203,236
ventilator,255,255,255
ventricle,220,20,20
ventricular,220,20,20
venue,139,69,19
veracity,255,255,255
veranda,144,122,107
verbal,30,100,200
verbatim,191,191,191
verbose,255,105,180
verdant,34,139,34
verdict,30,30,30
verge,128,0,128
verification,220,20,20
verified,34,139,34
verify,128,128,128
verily,191,127,191
veritable,34,139,34
vermin,84,49,24
vernacular,128,64,128
versatile,255,255,255
version,79,114,164
vert,34,139,34
vertebra,255,255,255
vertebral,255,255,255
vertex,30,100,200
vertical,139,69,19
vertigo,128,128,128
verve,191,109,13
vesicle,190,118,55
vesicular,128,128,128
vessel,96,131,96
vest,255,255,255
vested,34,139,34
vestibule,139,69,19
vestige,128,0,128
vet,139,69,19
veteran,128,0,128
veterinarian,139,69,19
veto,220,20,20
viable,255,255,255
viaduct,128,128,128
vial,255,255,255
vibrate,255,255,255
vibration,255,255,255
vibratory,212,81,102
vicar,255,255,255
vicarious,30,30,30
vicinity,128,128,128
vicious,220,20,20
victim,30,100,200
victimized,220,20,20
victorious,30,100,200
videotape,30,30,30
vie,255,203,85
view,30,100,200
vigil,30,30,30
vigilance,180,151,66
vigilant,30,100,200
vignette,128,0,128
vigor,237,80,10
vigorous,237,80,10
viking,139,69,19
villa,139,69,19
village,86,104,26
villager,139,69,19
villain,30,30,30
villainous,30,30,30
vinaigrette,255,255,255
vindicated,255,255,255
vindication,30,100,200
vindictive,93,26,26
vinegar,255,255,255
vineyard,34,139,34
viola,179,44,19
violation,93,26,26
violence,156,23,23
violent,220,20,20
violently,30,30,30
violet,128,0,128
violin,139,69,19
violinist,197,104,9
viper,93,26,26
virgin,255,255,255
virginity,255,205,230
virtual,32,119,117
virtually,255,255,255
virtue,255,255,255
virtuous,255,255,255
virulence,220,20,20
virus,128,128,128
visa,144,197,144
visage,255,255,255
viscous,128,128,128
vise,30,30,30
visibility,255,255,255
visible,255,255,255
visibly,255,235,127
vision,255,235,127
visionary,30,100,200
visit,79,50,164
visiting,30,100,200
vista,78,89,113
visual,30,100,200
visualize,255,255,255
vital,231,98,98
vitality,144,177,17
vitreous,255,255,255
vivid,191,127,191
vixen,237,62,100
vocabulary,255,105,180
vocal,30,100,200
vocalist,255,160,90
vocation,30,100,200
vogue,191,52,154
voiceless,30,30,30
void,30,30,30
volatility,237,137,137
volcanic,220,20,20
volcano,220,20,20
volition,144,197,144
volley,126,59,59
voltmeter,128,128,128
volume,212,212,212
voluntarily,128,128,128
voluntary,255,197,127
volunteer,180,165,151
voluptuous,248,88,148
vomit,255,215,0
vomiting,34,139,34
voodoo,30,30,30
voracious,220,20,20
vortex,255,255,255
vote,168,101,101
votive,255,255,255
vouch,30,100,200
voucher,79,114,164
vow,255,255,255
vowel,30,30,30
voyage,30,100,200
voyager,30,100,200
vulgar,139,69,19
vulgarity,139,69,19
vulnerability,128,128,128
vulnerable,255,105,180
vulture,66,43,26
wade,79,114,164
wafer,255,235,127
waffle,170,77,145
wag,139,69,19
wager,34,139,34
wages,34,139,34
wagon,153,62,23
waist,30,30,30
waistcoat,30,30,30
waiter,30,30,30
wake,255,255,255
walk,99,99,115
wall,128,128,128
wallet,139,69,19
wallow,139,69,19
walnut,139,69,19
wan,191,191,191
wand,79,79,79
wander,112,98,98
wandering,170,170,170
wane,97,105,127
waning,128,128,128
wanting,170,157,85
war,125,25,25
warbler,139,69,19
ward,86,104,26
warden,62,86,119
ware,255,140,0
warehouse,128,128,128
warfare,156,23,23
warlike,125,25,25
warlock,30,30,30
warming,220,20,20
warn,228,68,15
warned,220,20,20
warning,220,20,20
warp,99,75,59
warped,84,49,24
warrants,255,140,0
warranty,128,0,128
warren,255,255,255
warrior,220,20,20
wart,34,139,34
wary,191,171,64
wash,142,177,227
washout,30,100,200
wasp,255,215,0
waste,139,69,19
wasted,30,30,30
wasteful,34,139,34
watchdog,111,43,23
watchful,169,138,103
watchman,86,128,150
water,30,100,200
watercourse,30,100,200
watered,30,100,200
waterproof,30,100,200
waterworks,30,100,200
watery,105,151,218
wave,31,109,158
waver,131,108,91
waves,30,100,200
wavy,30,100,200
wax,255,215,0
waxy,255,140,0
ways,255,140,0
wayward,30,30,30
weakened,128,128,128
weakly,133,98,73
weakness,30,30,30
wealth,34,139,34
wealthy,34,139,34
weapon,79,79,79
